Habitat	MAGs	GTDB	Quality	Not_Asso_MGE_Aronumber	Asso_MGE_Aronumber
Saline-alkaline	NMDC60069505	d__Bacteria;p__Patescibacteria;c__Andersenbacteria;o__UBA10190;f__UBA10190;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60117115	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Natronogracilivirgulaceae;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60106287	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60064675	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA1006;g__UBA1006;s__	Medium-quality	1	0
Saline-alkaline	NMDC60108503	d__Bacteria;p__Marinisomatota;c__JAANXI01;o__JAANXI01;f__JAANXI01;g__JAANXI01;s__	High-quality	2	0
Saline-alkaline	NMDC60122630	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60078276	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__34-128;s__	Medium-quality	2	0
Saline-alkaline	NMDC60117509	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__	Medium-quality	1	0
Saline-alkaline	NMDC60107578	d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__QPJE01;s__	Medium-quality	0	0
Saline-alkaline	NMDC60064765	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UBA12409;g__UBA12409;s__	Medium-quality	1	0
Saline-alkaline	NMDC60123021	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__	Medium-quality	1	0
Saline-alkaline	NMDC60111538	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SKZT01;g__SKZT01;s__SKZT01 sp007127235	Medium-quality	4	0
Saline-alkaline	NMDC60093412	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	Medium-quality	2	0
Saline-alkaline	NMDC60122844	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	Medium-quality	3	0
Saline-alkaline	NMDC60117389	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	Medium-quality	4	0
Saline-alkaline	NMDC60067295	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__	Medium-quality	3	0
Saline-alkaline	NMDC60117511	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Lunatimonas;s__	Medium-quality	3	0
Saline-alkaline	NMDC60121789	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__	Medium-quality	2	0
Saline-alkaline	NMDC60117666	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__SKTA01;s__SKTA01 sp007120085	Medium-quality	1	0
Saline-alkaline	NMDC60107231	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__	Medium-quality	1	1
Saline-alkaline	NMDC60117380	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__T3Sed10-336;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60121575	d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__Halanaerobium praevalens	Medium-quality	0	0
Saline-alkaline	NMDC60119832	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60111419	d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__PWKZ01;g__PWKZ01;s__PWKZ01 sp003559575	Medium-quality	2	0
Saline-alkaline	NMDC60109061	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__JADFVG01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60064656	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60122636	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__	Medium-quality	0	0
Saline-alkaline	NMDC60111076	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__	Medium-quality	1	0
Saline-alkaline	NMDC60106276	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60109043	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60111081	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA12465;g__JAACPL01;s__	Medium-quality	2	0
Saline-alkaline	NMDC60123798	d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__;g__;s__	Medium-quality	5	0
Saline-alkaline	NMDC60106977	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__	Medium-quality	5	0
Saline-alkaline	NMDC60122628	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__	Medium-quality	4	0
Saline-alkaline	NMDC60106922	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA8231;s__	Medium-quality	2	0
Saline-alkaline	NMDC60111560	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Aquisalimonadaceae;g__Aquisalimonas;s__Aquisalimonas sp007126095	Medium-quality	4	0
Saline-alkaline	NMDC60067310	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter antarcticus	Medium-quality	3	0
Saline-alkaline	NMDC60117492	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__	Medium-quality	1	0
Saline-alkaline	NMDC60117086	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__PUPG01;s__PUPG01 sp003553005	Medium-quality	1	0
Saline-alkaline	NMDC60079472	d__Bacteria;p__Omnitrophota;c__Koll11;o__SKK-01;f__SKK-01;g__SLID01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60106260	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__PNNG01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60107551	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__M55B121;s__M55B121 sp018400255	Medium-quality	1	0
Saline-alkaline	NMDC60123560	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__QS-8-64-10;s__QS-8-64-10 sp003023275	High-quality	1	0
Saline-alkaline	NMDC60064693	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__	Medium-quality	3	0
Saline-alkaline	NMDC60107631	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__UBA12454;g__GWC2-45-44;s__	Medium-quality	1	0
Saline-alkaline	NMDC60123584	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__QS-4-69-31;s__QS-4-69-31 sp003021655	Medium-quality	0	0
Saline-alkaline	NMDC60121269	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__SLRI01;s__	Medium-quality	2	0
Saline-alkaline	NMDC60121594	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__	Medium-quality	3	0
Saline-alkaline	NMDC60111019	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-27196;f__PXBQ01;g__PXBQ01;s__PXBQ01 sp003566875	Medium-quality	2	0
Saline-alkaline	NMDC60107272	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__MHMH01;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60106936	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Cryomorpha;s__	Medium-quality	1	0
Saline-alkaline	NMDC60108596	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60121264	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aliidiomarina;s__	Medium-quality	5	0
Saline-alkaline	NMDC60123024	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__Nanosalina;s__	Medium-quality	0	0
Saline-alkaline	NMDC60107882	d__Bacteria;p__Omnitrophota;c__Koll11;o__4484-171;f__4484-171;g__PXAH01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60107023	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SLJM01;s__	Medium-quality	0	0
Saline-alkaline	NMDC60122721	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	Medium-quality	5	0
Saline-alkaline	NMDC60117683	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__	Medium-quality	2	0
Saline-alkaline	NMDC60107273	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__;s__	High-quality	0	0
Saline-alkaline	NMDC60107632	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__MGML01;s__	Medium-quality	2	0
Saline-alkaline	NMDC60117451	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Aquisalimonadaceae;g__Aquisalimonas;s__Aquisalimonas sp012044895	Medium-quality	3	0
Saline-alkaline	NMDC60121759	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60117705	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__T1Sed10-7;s__	Medium-quality	0	0
Saline-alkaline	NMDC60080434	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA6175;s__	Medium-quality	1	0
Saline-alkaline	NMDC60117607	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Aquisalimonadaceae;g__;s__	Medium-quality	4	0
Saline-alkaline	NMDC60111386	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;g__SLOH01;s__SLOH01 sp007132595	Medium-quality	0	0
Saline-alkaline	NMDC60107922	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__TCS61;s__TCS61 sp018400535	Medium-quality	1	0
Saline-alkaline	NMDC60111520	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__SLNJ01;s__SLNJ01 sp007133065	Medium-quality	3	0
Saline-alkaline	NMDC60072009	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__	Medium-quality	0	0
Saline-alkaline	NMDC60107041	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	Medium-quality	4	0
Saline-alkaline	NMDC60122747	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60111306	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronovibrionaceae;g__Desulfonatronospira;s__Desulfonatronospira sp007127015	Medium-quality	0	0
Saline-alkaline	NMDC60119415	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__	Medium-quality	1	0
Saline-alkaline	NMDC60117664	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__	Medium-quality	6	0
Saline-alkaline	NMDC60123157	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__	High-quality	2	0
Saline-alkaline	NMDC60067690	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	Medium-quality	3	0
Saline-alkaline	NMDC60117721	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geoalkalibacteraceae;g__Geoalkalibacter;s__Geoalkalibacter ferrihydriticus	Medium-quality	4	0
Saline-alkaline	NMDC60111282	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Marinospirillum;s__Marinospirillum sp007119985	Medium-quality	3	0
Saline-alkaline	NMDC60107952	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-3;g__M55B175;s__M55B175 sp018399235	Medium-quality	5	0
Saline-alkaline	NMDC60107285	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60111399	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B sp007133115	Medium-quality	6	0
Saline-alkaline	NMDC60111152	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp007117275	Medium-quality	6	0
Saline-alkaline	NMDC60111027	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__RSA9;g__SLCC01;s__SLCC01 sp007126035	Medium-quality	2	0
Saline-alkaline	NMDC60106965	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Trichloromonadaceae;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60107247	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__	Medium-quality	4	0
Saline-alkaline	NMDC60108427	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__M55B121;s__	Medium-quality	0	0
Saline-alkaline	NMDC60108870	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__;s__	Medium-quality	4	0
Saline-alkaline	NMDC60067338	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__	Medium-quality	3	0
Saline-alkaline	NMDC60064705	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	Medium-quality	3	0
Saline-alkaline	NMDC60072035	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__S120;g__S120;s__	Medium-quality	4	0
Saline-alkaline	NMDC60085033	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp000430485	High-quality	0	0
Saline-alkaline	NMDC60106893	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__AcAMD-5;g__ATZT02;s__	Medium-quality	3	0
Saline-alkaline	NMDC60108767	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__SCGC-AAA252-I15;g__JAHIYG01;s__	Medium-quality	0	0
Saline-alkaline	NMDC60115415	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__PUNB01;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60064340	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__	Medium-quality	2	0
Saline-alkaline	NMDC60108282	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA1369;g__JAHJEW01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60106921	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__JAHJCW01;g__JAHJCW01;s__	Medium-quality	0	0
Saline-alkaline	NMDC60120403	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__JAABTT01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60121155	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__SKVR01;s__	Medium-quality	2	0
Saline-alkaline	NMDC60108520	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAFGDG01;s__JAFGDG01 sp016932245	Medium-quality	0	0
Saline-alkaline	NMDC60117559	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__	Medium-quality	0	0
Saline-alkaline	NMDC60110926	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__PWLA01;s__PWLA01 sp007132965	Medium-quality	3	0
Saline-alkaline	NMDC60107863	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__PYGY01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60121287	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_D;s__	Medium-quality	7	0
Saline-alkaline	NMDC60116937	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Rubidibacteraceae;g__Halothece;s__Halothece natronophila	Medium-quality	4	0
Saline-alkaline	NMDC60111504	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio versutus	Medium-quality	3	0
Saline-alkaline	NMDC60093395	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60120953	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60108415	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Medium-quality	2	0
Saline-alkaline	NMDC60078248	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__QBMD01;s__QBMD01 sp001885215	High-quality	2	0
Saline-alkaline	NMDC60122626	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Paraliobacillus_A;s__	Medium-quality	4	0
Saline-alkaline	NMDC60121618	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PWMZ01;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60073835	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60107354	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__PWEA01;s__PWEA01 sp003550625	Medium-quality	0	0
Saline-alkaline	NMDC60121874	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Chromatocurvus;s__	Medium-quality	2	0
Saline-alkaline	NMDC60121507	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__JAHJIQ01;s__	Medium-quality	0	0
Saline-alkaline	NMDC60121085	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__T1SED10-81;s__T1SED10-81 sp003568315	High-quality	2	0
Saline-alkaline	NMDC60107615	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__	Medium-quality	2	0
Saline-alkaline	NMDC60106453	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__	Medium-quality	2	0
Saline-alkaline	NMDC60107420	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__CAIQCK01;g__CAIQCK01;s__	Medium-quality	2	0
Saline-alkaline	NMDC60107969	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__UBA6053;g__UBA6053;s__UBA6053 sp018401235	Medium-quality	1	0
Saline-alkaline	NMDC60122699	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__SW132;s__	Medium-quality	1	0
Saline-alkaline	NMDC60107331	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__SKGN01;s__SKGN01 sp007117415	Medium-quality	2	0
Saline-alkaline	NMDC60106227	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Paucidesulfovibrio;s__	Medium-quality	2	0
Saline-alkaline	NMDC60107072	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60121276	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__;s__	Medium-quality	3	0
Saline-alkaline	NMDC60111180	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__SKRR01;s__SKRR01 sp007118345	Medium-quality	2	0
Saline-alkaline	NMDC60107934	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672;s__UBA1672 sp018399685	Medium-quality	2	0
Saline-alkaline	NMDC60111329	d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60117268	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__	Medium-quality	2	0
Saline-alkaline	NMDC60121598	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__SKVJ01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60121500	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__UBA9300;s__	Medium-quality	0	0
Saline-alkaline	NMDC60073863	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	Medium-quality	1	0
Saline-alkaline	NMDC60121674	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B sp011389655	Medium-quality	3	0
Saline-alkaline	NMDC60121872	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	Medium-quality	3	0
Saline-alkaline	NMDC60120501	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp016927285	Medium-quality	2	0
Saline-alkaline	NMDC60107628	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__JAADFY01;s__	Medium-quality	3	0
Saline-alkaline	NMDC60121132	d__Bacteria;p__Myxococcota;c__Polyangia;o__HGW-17;f__SLPX01;g__SLPX01;s__	Medium-quality	1	0
Saline-alkaline	NMDC60079605	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__WN38;s__	High-quality	3	0
Saline-alkaline	NMDC60107634	d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60122812	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-3;g__M55B175;s__M55B175 sp018334555	Medium-quality	0	0
Saline-alkaline	NMDC60064731	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__	Medium-quality	2	0
Saline-alkaline	NMDC60067299	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__	Medium-quality	2	0
Saline-alkaline	NMDC60107916	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__JAAEEP01;g__JAAEEP01;s__	Medium-quality	2	0
Saline-alkaline	NMDC60107639	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__JACAEB01;f__JACAEB01;g__;s__	Medium-quality	0	0
Saline-alkaline	NMDC60079909	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__	Medium-quality	4	0
Saline-alkaline	NMDC60123630	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__QS-8-64-10;s__QS-8-64-10 sp003023245	Medium-quality	2	0
Saline-alkaline	NMDC60121646	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Medium-quality	1	0
Saline-alkaline	NMDC60078253	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__JAFGBH01;s__	Medium-quality	2	0
Saline-alkaline	NMDC60120452	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__B137-G9;s__	Medium-quality	1	0
