MAGs	Habitat	Core	Dispensable	Unique
NMDC60090730	Pressure	148	27	0
NMDC60090738	Pressure	125	21	0
NMDC60093293	Pressure	162	100	0
NMDC60093318	Pressure	133	22	0
NMDC60093326	Pressure	147	43	0
NMDC60093537	Pressure	146	17	0
NMDC60093546	Pressure	143	12	0
NMDC60093551	Pressure	162	57	0
NMDC60093577	Pressure	162	66	0
NMDC60093595	Pressure	162	100	0
NMDC60093599	Pressure	162	67	0
NMDC60094582	Pressure	128	23	0
NMDC60095040	Pressure	75	6	0
NMDC60095097	Pressure	119	14	0
NMDC60095113	Pressure	131	7	0
NMDC60095153	Pressure	162	66	0
NMDC60095166	Pressure	69	5	0
NMDC60095330	Pressure	133	22	0
NMDC60095338	Pressure	133	14	0
NMDC60095343	Pressure	134	13	0
NMDC60095408	Pressure	71	2	0
NMDC60095439	Pressure	129	13	0
NMDC60095454	Pressure	136	31	0
NMDC60095480	Pressure	16	0	0
NMDC60095502	Pressure	117	14	0
NMDC60095518	Pressure	103	4	0
NMDC60095637	Pressure	82	4	0
NMDC60095680	Pressure	147	43	0
NMDC60096871	Pressure	161	36	0
NMDC60096878	Pressure	149	21	0
NMDC60096913	Pressure	162	67	0
NMDC60096940	Pressure	136	31	0
NMDC60096967	Pressure	131	7	0
NMDC60096969	Pressure	120	17	0
NMDC60096975	Pressure	143	20	0
NMDC60096979	Pressure	133	13	0
NMDC60096997	Pressure	97	5	0
NMDC60106193	Pressure	162	102	0
NMDC60106223	Pressure	3	1	0
NMDC60106225	Pressure	28	3	0
NMDC60106246	Pressure	135	26	0
NMDC60106249	Pressure	98	12	0
NMDC60106271	Pressure	74	2	0
NMDC60106277	Pressure	143	30	0
NMDC60106281	Pressure	88	5	0
NMDC60106290	Pressure	148	29	0
NMDC60106302	Pressure	122	8	0
NMDC60106313	Pressure	29	1	0
NMDC60106383	Pressure	158	69	0
NMDC60106392	Pressure	148	29	0
NMDC60106421	Pressure	126	21	0
NMDC60106586	Pressure	95	11	0
NMDC60106603	Pressure	162	67	0
NMDC60106618	Pressure	147	25	0
NMDC60106648	Pressure	133	14	0
NMDC60106660	Pressure	140	17	0
NMDC60106664	Pressure	89	2	0
NMDC60106671	Pressure	150	30	0
NMDC60119300	Pressure	121	19	0
NMDC60119301	Pressure	141	29	0
NMDC60119378	Pressure	158	68	0
NMDC60119385	Pressure	158	38	0
NMDC60119388	Pressure	162	66	0
NMDC60119389	Pressure	162	57	0
NMDC60119442	Pressure	114	18	0
NMDC60119458	Pressure	160	56	0
NMDC60064343	Saline-alkaline	132	19	0
NMDC60064345	Saline-alkaline	147	50	0
NMDC60064560	Saline-alkaline	133	18	0
NMDC60064653	Saline-alkaline	151	75	0
NMDC60064714	Saline-alkaline	100	10	0
NMDC60064715	Saline-alkaline	85	5	0
NMDC60064723	Saline-alkaline	19	0	0
NMDC60064764	Saline-alkaline	147	53	0
NMDC60065053	Saline-alkaline	67	10	0
NMDC60065201	Saline-alkaline	1	0	0
NMDC60067424	Saline-alkaline	152	66	0
NMDC60067442	Saline-alkaline	125	26	0
NMDC60067564	Saline-alkaline	107	12	0
NMDC60067698	Saline-alkaline	62	6	0
NMDC60067702	Saline-alkaline	118	16	0
NMDC60067707	Saline-alkaline	152	85	0
NMDC60069581	Saline-alkaline	114	9	0
NMDC60071130	Saline-alkaline	109	14	0
NMDC60071144	Saline-alkaline	60	7	0
NMDC60073786	Saline-alkaline	64	6	0
NMDC60073867	Saline-alkaline	126	19	0
NMDC60077254	Saline-alkaline	146	48	0
NMDC60078248	Saline-alkaline	111	16	0
NMDC60078259	Saline-alkaline	136	20	0
NMDC60079496	Saline-alkaline	108	10	0
NMDC60079530	Saline-alkaline	96	9	0
NMDC60079605	Saline-alkaline	119	18	0
NMDC60079724	Saline-alkaline	136	29	0
NMDC60080083	Saline-alkaline	152	83	0
NMDC60080318	Saline-alkaline	96	9	0
NMDC60081559	Saline-alkaline	133	30	0
NMDC60081566	Saline-alkaline	147	50	0
NMDC60081571	Saline-alkaline	137	25	0
NMDC60081583	Saline-alkaline	152	105	0
NMDC60081594	Saline-alkaline	152	112	0
NMDC60081596	Saline-alkaline	148	62	0
NMDC60081639	Saline-alkaline	24	1	0
NMDC60081645	Saline-alkaline	18	3	0
NMDC60081650	Saline-alkaline	133	24	0
NMDC60081655	Saline-alkaline	137	25	0
NMDC60081660	Saline-alkaline	152	83	0
NMDC60083656	Saline-alkaline	136	32	0
NMDC60083665	Saline-alkaline	146	60	0
NMDC60083701	Saline-alkaline	114	12	0
NMDC60085033	Saline-alkaline	61	6	0
NMDC60085262	Saline-alkaline	114	17	0
NMDC60091042	Saline-alkaline	129	19	0
NMDC60093358	Saline-alkaline	149	51	0
NMDC60093398	Saline-alkaline	146	39	0
NMDC60093446	Saline-alkaline	152	105	0
NMDC60093452	Saline-alkaline	124	29	0
NMDC60093484	Saline-alkaline	140	43	0
NMDC60094582	Saline-alkaline	110	13	0
NMDC60106271	Saline-alkaline	72	5	0
NMDC60106275	Saline-alkaline	2	0	0
NMDC60106277	Saline-alkaline	145	39	0
NMDC60106281	Saline-alkaline	108	15	0
NMDC60106290	Saline-alkaline	72	14	0
NMDC60106302	Saline-alkaline	125	18	0
NMDC60106303	Saline-alkaline	3	1	0
NMDC60106313	Saline-alkaline	23	3	0
NMDC60106442	Saline-alkaline	128	24	0
NMDC60106459	Saline-alkaline	79	12	0
NMDC60106463	Saline-alkaline	151	75	0
NMDC60106468	Saline-alkaline	152	85	0
NMDC60106482	Saline-alkaline	126	28	0
NMDC60106500	Saline-alkaline	89	16	0
NMDC60106883	Saline-alkaline	150	61	0
NMDC60106886	Saline-alkaline	104	14	0
NMDC60106892	Saline-alkaline	39	4	0
NMDC60106900	Saline-alkaline	139	35	0
NMDC60106902	Saline-alkaline	150	61	0
NMDC60106919	Saline-alkaline	3	1	0
NMDC60106969	Saline-alkaline	104	9	0
NMDC60107051	Saline-alkaline	143	29	0
NMDC60107057	Saline-alkaline	91	14	0
NMDC60107063	Saline-alkaline	146	48	0
NMDC60107115	Saline-alkaline	16	0	0
NMDC60107120	Saline-alkaline	151	67	0
NMDC60107222	Saline-alkaline	152	83	0
NMDC60107229	Saline-alkaline	152	83	0
NMDC60107263	Saline-alkaline	47	4	0
NMDC60107269	Saline-alkaline	104	17	0
NMDC60107273	Saline-alkaline	47	4	0
NMDC60107276	Saline-alkaline	131	27	0
NMDC60107277	Saline-alkaline	127	20	0
NMDC60107282	Saline-alkaline	132	33	0
NMDC60107283	Saline-alkaline	81	13	0
NMDC60107289	Saline-alkaline	147	53	0
NMDC60107302	Saline-alkaline	134	28	0
NMDC60107333	Saline-alkaline	141	29	0
NMDC60107352	Saline-alkaline	149	57	0
NMDC60107564	Saline-alkaline	115	18	0
NMDC60107576	Saline-alkaline	33	5	0
NMDC60107584	Saline-alkaline	145	43	0
NMDC60107588	Saline-alkaline	125	18	0
NMDC60107603	Saline-alkaline	144	33	0
NMDC60107637	Saline-alkaline	92	6	0
NMDC60107649	Saline-alkaline	131	19	0
NMDC60107716	Saline-alkaline	151	75	0
NMDC60107720	Saline-alkaline	147	41	0
NMDC60107855	Saline-alkaline	145	44	0
NMDC60107887	Saline-alkaline	150	61	0
NMDC60107943	Saline-alkaline	92	6	0
NMDC60107948	Saline-alkaline	146	48	0
NMDC60107983	Saline-alkaline	149	51	0
NMDC60108288	Saline-alkaline	124	17	0
NMDC60108303	Saline-alkaline	152	80	0
NMDC60108315	Saline-alkaline	134	24	0
NMDC60108353	Saline-alkaline	104	17	0
NMDC60108359	Saline-alkaline	128	31	0
NMDC60108367	Saline-alkaline	86	12	0
NMDC60108370	Saline-alkaline	151	75	0
NMDC60108448	Saline-alkaline	151	75	0
NMDC60108492	Saline-alkaline	102	17	0
NMDC60108496	Saline-alkaline	151	75	0
NMDC60108503	Saline-alkaline	146	48	0
NMDC60108528	Saline-alkaline	127	16	0
NMDC60108536	Saline-alkaline	151	75	0
NMDC60108537	Saline-alkaline	119	19	0
NMDC60108572	Saline-alkaline	57	0	0
NMDC60108581	Saline-alkaline	131	27	0
NMDC60108586	Saline-alkaline	139	35	0
NMDC60108621	Saline-alkaline	104	17	0
NMDC60108624	Saline-alkaline	127	20	0
NMDC60108633	Saline-alkaline	151	75	0
NMDC60108650	Saline-alkaline	147	53	0
NMDC60108660	Saline-alkaline	127	20	0
NMDC60108746	Saline-alkaline	132	33	0
NMDC60108750	Saline-alkaline	82	7	0
NMDC60108773	Saline-alkaline	142	26	0
NMDC60108831	Saline-alkaline	151	75	0
NMDC60108836	Saline-alkaline	128	31	0
NMDC60108844	Saline-alkaline	85	7	0
NMDC60108891	Saline-alkaline	119	19	0
NMDC60108901	Saline-alkaline	43	4	0
NMDC60108905	Saline-alkaline	127	16	0
NMDC60108927	Saline-alkaline	97	16	0
NMDC60108942	Saline-alkaline	151	75	0
NMDC60108987	Saline-alkaline	151	75	0
NMDC60109007	Saline-alkaline	131	27	0
NMDC60109008	Saline-alkaline	64	8	0
NMDC60109027	Saline-alkaline	127	16	0
NMDC60109028	Saline-alkaline	86	11	0
NMDC60109041	Saline-alkaline	152	105	0
NMDC60109064	Saline-alkaline	118	19	0
NMDC60109067	Saline-alkaline	68	4	0
NMDC60111004	Saline-alkaline	120	20	0
NMDC60111012	Saline-alkaline	149	57	0
NMDC60111016	Saline-alkaline	151	67	0
NMDC60111069	Saline-alkaline	119	17	0
NMDC60111090	Saline-alkaline	146	39	0
NMDC60111155	Saline-alkaline	144	37	0
NMDC60111256	Saline-alkaline	152	83	0
NMDC60111295	Saline-alkaline	128	31	0
NMDC60111430	Saline-alkaline	150	61	0
NMDC60111534	Saline-alkaline	135	31	0
NMDC60115206	Saline-alkaline	146	39	0
NMDC60115213	Saline-alkaline	129	27	0
NMDC60115217	Saline-alkaline	135	31	0
NMDC60115221	Saline-alkaline	129	17	0
NMDC60115225	Saline-alkaline	130	22	0
NMDC60115241	Saline-alkaline	143	29	0
NMDC60115290	Saline-alkaline	62	4	0
NMDC60115299	Saline-alkaline	69	11	0
NMDC60115325	Saline-alkaline	112	16	0
NMDC60115355	Saline-alkaline	147	50	0
NMDC60115368	Saline-alkaline	150	61	0
NMDC60115391	Saline-alkaline	125	13	0
NMDC60115412	Saline-alkaline	139	34	0
NMDC60117004	Saline-alkaline	111	9	0
NMDC60117026	Saline-alkaline	108	13	0
NMDC60117093	Saline-alkaline	72	5	0
NMDC60117122	Saline-alkaline	151	67	0
NMDC60117134	Saline-alkaline	152	80	0
NMDC60117152	Saline-alkaline	96	3	0
NMDC60117265	Saline-alkaline	145	50	0
NMDC60117282	Saline-alkaline	136	29	0
NMDC60117353	Saline-alkaline	151	75	0
NMDC60117385	Saline-alkaline	145	44	0
NMDC60117430	Saline-alkaline	152	85	0
NMDC60117459	Saline-alkaline	135	31	0
NMDC60117497	Saline-alkaline	141	36	0
NMDC60117499	Saline-alkaline	152	66	0
NMDC60117513	Saline-alkaline	131	19	0
NMDC60117520	Saline-alkaline	150	69	0
NMDC60117523	Saline-alkaline	151	75	0
NMDC60117529	Saline-alkaline	152	85	0
NMDC60117544	Saline-alkaline	130	19	0
NMDC60117546	Saline-alkaline	129	17	0
NMDC60117598	Saline-alkaline	151	96	0
NMDC60117612	Saline-alkaline	146	39	0
NMDC60117634	Saline-alkaline	144	37	0
NMDC60117707	Saline-alkaline	152	85	0
NMDC60117737	Saline-alkaline	150	61	0
NMDC60119409	Saline-alkaline	127	20	0
NMDC60119412	Saline-alkaline	122	20	0
NMDC60119420	Saline-alkaline	53	8	0
NMDC60119575	Saline-alkaline	102	20	0
NMDC60119745	Saline-alkaline	141	49	0
NMDC60119829	Saline-alkaline	152	105	0
NMDC60119846	Saline-alkaline	152	85	0
NMDC60119867	Saline-alkaline	136	10	0
NMDC60119875	Saline-alkaline	150	61	0
NMDC60119880	Saline-alkaline	150	61	0
NMDC60120456	Saline-alkaline	146	48	0
NMDC60120468	Saline-alkaline	145	43	0
NMDC60120496	Saline-alkaline	146	48	0
NMDC60120516	Saline-alkaline	149	51	0
NMDC60120531	Saline-alkaline	152	85	0
NMDC60120960	Saline-alkaline	116	10	0
NMDC60120975	Saline-alkaline	140	32	0
NMDC60121005	Saline-alkaline	108	13	0
NMDC60121085	Saline-alkaline	105	13	0
NMDC60121124	Saline-alkaline	145	44	0
NMDC60121126	Saline-alkaline	144	28	0
NMDC60121131	Saline-alkaline	152	80	0
NMDC60121135	Saline-alkaline	108	13	0
NMDC60121176	Saline-alkaline	124	27	0
NMDC60121268	Saline-alkaline	145	50	0
NMDC60121270	Saline-alkaline	145	44	0
NMDC60121279	Saline-alkaline	127	16	0
NMDC60121283	Saline-alkaline	23	3	0
NMDC60121293	Saline-alkaline	141	49	0
NMDC60121317	Saline-alkaline	152	66	0
NMDC60121331	Saline-alkaline	145	43	0
NMDC60121359	Saline-alkaline	109	14	0
NMDC60121361	Saline-alkaline	108	13	0
NMDC60121382	Saline-alkaline	132	24	0
NMDC60121445	Saline-alkaline	114	9	0
NMDC60121552	Saline-alkaline	138	38	0
NMDC60121588	Saline-alkaline	108	13	0
NMDC60121595	Saline-alkaline	127	25	0
NMDC60121597	Saline-alkaline	101	12	0
NMDC60121614	Saline-alkaline	121	28	0
NMDC60121666	Saline-alkaline	36	4	0
NMDC60121790	Saline-alkaline	143	48	0
NMDC60121800	Saline-alkaline	105	13	0
NMDC60121869	Saline-alkaline	123	15	0
NMDC60122172	Saline-alkaline	108	13	0
NMDC60122645	Saline-alkaline	150	61	0
NMDC60122646	Saline-alkaline	139	31	0
NMDC60122689	Saline-alkaline	152	83	0
NMDC60122737	Saline-alkaline	128	21	0
NMDC60122743	Saline-alkaline	151	67	0
NMDC60122842	Saline-alkaline	152	83	0
NMDC60122881	Saline-alkaline	150	61	0
NMDC60122963	Saline-alkaline	146	48	0
NMDC60122968	Saline-alkaline	127	20	0
NMDC60122974	Saline-alkaline	146	48	0
NMDC60123145	Saline-alkaline	139	34	0
NMDC60123150	Saline-alkaline	133	26	0
NMDC60123157	Saline-alkaline	144	35	0
NMDC60123384	Saline-alkaline	152	85	0
NMDC60123419	Saline-alkaline	129	27	0
NMDC60123427	Saline-alkaline	133	36	0
NMDC60123465	Saline-alkaline	135	31	0
NMDC60123503	Saline-alkaline	118	6	0
NMDC60123529	Saline-alkaline	151	46	0
NMDC60123560	Saline-alkaline	152	85	0
